transcript_id,SRX2000912,SRX2000913,SRX2000916,SRX2000917
MSTRG.6276.1,284,180,358,355
MSTRG.6276.2,60,0,0,2
JVCI|rna_AFUA_5G07300-1,962,797,647,682
MSTRG.6274.1,21,23,16,6
MSTRG.6275.1,672,791,406,445
JVCI|rna_AFUA_5G07310-1,127,138,82,84
MSTRG.6278.3,0,311,0,0
JVCI|rna_AFUA_5G07320-1,0,40,0,0
MSTRG.6278.1,197,154,427,422
MSTRG.6278.2,352,68,71,90
MSTRG.6279.1,1,1,0,0
JVCI|rna_AFUA_5G07360-1,234,259,212,202
JVCI|rna_AFUA_5G07350-1,0,0,0,0
MSTRG.6280.1,2013,3531,1876,2804
JVCI|rna_AFUA_5G07330-1,1450,406,1138,255
JVCI|rna_AFUA_5G07340-1,707,164,269,177
MSTRG.6281.1,31,26,19,31
MSTRG.6283.1,393,424,635,381
JVCI|rna_AFUA_5G07370-1,283,306,0,268
MSTRG.6286.1,0,34,34,23
JVCI|rna_AFUA_5G07420-1,11,5,0,0
MSTRG.6286.3,25,5,0,11
JVCI|rna_AFUA_5G07380-1,289,251,394,359
JVCI|rna_AFUA_5G07390-1,621,623,474,474
MSTRG.6285.1,77,128,108,65
MSTRG.6285.2,52,6,50,110
JVCI|rna_AFUA_5G07410-1,45,0,0,0
JVCI|rna_AFUA_5G07430-1,1451,1504,1516,1579
MSTRG.6288.1,13,74,0,12
JVCI|rna_AFUA_5G07440-1,80,0,0,0
JVCI|rna_AFUA_5G07450-1,2592,2589,3687,3887
JVCI|rna_AFUA_5G07500-1,0,0,0,0
MSTRG.6295.1,26,145,170,182
MSTRG.6295.2,148,0,0,0
JVCI|rna_AFUA_5G07460-1,92,85,68,89
MSTRG.6292.1,769,762,760,776
JVCI|rna_AFUA_5G07470-1,161,61,32,0
JVCI|rna_AFUA_5G07480-1,170,0,541,538
MSTRG.6293.2,735,682,116,114
JVCI|rna_AFUA_5G07490-1,56,56,57,49
JVCI|rna_AFUA_5G07510-1,171,131,77,88
MSTRG.6296.1,73,98,77,73
JVCI|rna_AFUA_5G07520-1,9,0,14,0
JVCI|rna_AFUA_5G07530-1,39,43,24,25
JVCI|rna_AFUA_5G07540-1,82,107,77,56
JVCI|rna_AFUA_5G07580-1,11,10,9,7
JVCI|rna_AFUA_5G07570-1,20,12,12,10
MSTRG.6300.1,0,8,327,10
JVCI|rna_AFUA_5G07550-1,7,8,6,2
MSTRG.6300.2,239,297,0,302
JVCI|rna_AFUA_5G07560-1,86,45,14,34
MSTRG.6298.1,220,252,242,258
MSTRG.6317.2,0,0,0,49
MSTRG.6315.1,239,263,356,357
JVCI|rna_AFUA_5G07720-1,94,41,53,19
MSTRG.6315.3,5,0,0,10
MSTRG.6316.1,60,61,76,72
JVCI|rna_AFUA_5G07730-1,9,0,27,16
MSTRG.6317.1,287,356,224,304
JVCI|rna_AFUA_5G07740-1,229,195,140,46
JVCI|rna_AFUA_5G07750-1,0,234,0,0
MSTRG.6313.1,392,72,258,67
MSTRG.6313.2,6,88,3,158
JVCI|rna_AFUA_5G07630-1,0,0,0,0
JVCI|rna_AFUA_5G07665-1,0,0,0,1
JVCI|rna_AFUA_5G07670-1,0,0,59,50
JVCI|rna_AFUA_5G07680-1,0,0,0,0
JVCI|rna_AFUA_5G07690-1,0,0,0,0
MSTRG.6301.1,163,137,156,142
JVCI|rna_AFUA_5G07600-1,167,167,94,93
JVCI|rna_AFUA_5G07610-1,1,1,1,1
JVCI|rna_AFUA_5G07620-1,1469,1514,2080,2032
JVCI|rna_AFUA_5G07640-1,734,1011,837,816
JVCI|rna_AFUA_5G07650-1,361,355,346,349
JVCI|rna_AFUA_5G07660-1,152,141,136,147
MSTRG.6309.1,300,312,359,389
MSTRG.6310.1,269,259,367,383
MSTRG.6311.1,2484,2828,3167,3401
JVCI|rna_AFUA_5G07710-1,12,20,0,0
JVCI|rna_AFUA_5G07760-1,321,2,9,17
MSTRG.6312.1,463,823,545,547
JVCI|rna_AFUA_5G07770-1,136,142,60,79
JVCI|rna_AFUA_5G07790-1,0,0,0,0
JVCI|rna_AFUA_5G07780-1,1418,1510,1062,1173
MSTRG.6319.1,671,691,613,654
MSTRG.6319.3,9,17,2,0
JVCI|rna_AFUA_5G07800-1,0,0,0,0
MSTRG.6320.1,1817,1755,1886,1881
MSTRG.6321.1,11,11,12,7
JVCI|rna_AFUA_5G07810-1,450,486,529,535
JVCI|rna_AFUA_5G07830-1,1005,1148,670,707
JVCI|rna_AFUA_5G07840-1,66,65,83,87
JVCI|rna_AFUA_5G07850-1,316,300,344,340
JVCI|rna_AFUA_5G07860-1,254,295,192,243
MSTRG.6329.1,262,281,369,276
JVCI|rna_AFUA_5G07870-1,146,173,0,139
MSTRG.6330.1,474,708,383,647
MSTRG.6330.2,244,0,208,0
JVCI|rna_AFUA_5G07880-1,56,118,22,0
JVCI|rna_AFUA_5G07890-1,771,690,776,790
JVCI|rna_AFUA_5G07902-1,147,147,81,83
MSTRG.6327.1,56,74,41,46
JVCI|rna_AFUA_5G07920-1,0,0,0,0
MSTRG.6326.1,480,508,572,639
JVCI|rna_AFUA_5G07930-1,16,0,1,9
MSTRG.6332.2,247,459,130,331
MSTRG.6332.3,194,0,418,207
JVCI|rna_AFUA_5G07940-1,148,158,93,99
MSTRG.6338.2,0,43,0,0
MSTRG.6338.1,142,67,211,375
JVCI|rna_AFUA_5G07950-1,57,10,81,67
MSTRG.6338.4,90,277,0,0
JVCI|rna_AFUA_5G07960-1,570,448,539,511
MSTRG.6334.1,13,0,4,9
JVCI|rna_AFUA_5G07970-1,0,0,390,0
MSTRG.6337.1,831,844,197,555
MSTRG.6336.1,0,0,8,6
MSTRG.6335.1,18,9,40,37
MSTRG.6341.1,482,806,530,548
JVCI|rna_AFUA_5G07980-1,365,129,271,331
JVCI|rna_AFUA_5G08000-1,0,0,0,0
JVCI|rna_AFUA_5G08010-1,0,0,0,0
MSTRG.6339.3,0,0,0,3
MSTRG.6340.1,0,0,0,1
JVCI|rna_AFUA_5G07990-1,6,9,0,2
MSTRG.6343.1,1184,1454,722,768
MSTRG.6339.1,204,175,163,151
MSTRG.6345.2,0,0,192,182
MSTRG.6345.1,268,918,713,861
MSTRG.6345.3,576,0,0,0
JVCI|rna_AFUA_5G08020-1,300,124,217,93
JVCI|rna_AFUA_5G08030-1,392,365,747,748
MSTRG.6348.5,0,30,7,6
MSTRG.6348.2,52,22,276,0
MSTRG.6348.1,32,194,181,428
MSTRG.6348.3,83,0,0,7
JVCI|rna_AFUA_5G08040-1,283,266,92,137
MSTRG.6346.1,301,249,251,1213
JVCI|rna_AFUA_5G08050-1,1695,1787,943,0
MSTRG.6347.2,0,87,0,0
JVCI|rna_AFUA_5G08060-1,0,34,0,0
MSTRG.6347.1,283,269,343,4
MSTRG.6347.4,286,187,128,533
JVCI|rna_AFUA_5G08070-1,254,237,211,235
MSTRG.6350.1,468,444,452,455
JVCI|rna_AFUA_5G08080-1,93,70,90,62
MSTRG.6351.1,2174,1774,2107,2052
JVCI|rna_AFUA_5G08090-1,500,555,154,178
JVCI|rna_AFUA_5G08140-1,320,345,442,424
MSTRG.6353.1,6,8,10,9
MSTRG.6359.2,0,0,38,0
JVCI|rna_AFUA_5G08100-1,312,303,231,248
MSTRG.6358.1,424,354,338,313
JVCI|rna_AFUA_5G08110-1,5,19,5,8
MSTRG.6359.1,3,305,127,454
JVCI|rna_AFUA_5G08120-1,375,99,530,239
JVCI|rna_AFUA_5G08130-1,882,934,949,936
JVCI|rna_AFUA_5G08260-1,7,5,11,11
MSTRG.6370.1,46,53,18,32
MSTRG.6371.1,68,97,146,135
MSTRG.6371.2,42,0,0,0
MSTRG.6372.4,0,265,0,0
JVCI|rna_AFUA_5G08220-1,0,0,0,0
MSTRG.6373.1,0,0,1,0
MSTRG.6374.5,0,139,0,849
MSTRG.6374.6,0,106,0,0
JVCI|rna_AFUA_5G08150-1,231,236,107,106
JVCI|rna_AFUA_5G08160-1,198,181,219,222
MSTRG.6356.1,42,38,58,41
JVCI|rna_AFUA_5G08170-1,822,780,673,722
JVCI|rna_AFUA_5G08180-1,784,789,459,426
JVCI|rna_AFUA_5G08190-1,434,429,330,331
JVCI|rna_AFUA_5G08200-1,237,255,57,47
MSTRG.6365.1,198,145,193,231
MSTRG.6365.2,134,95,34,46
JVCI|rna_AFUA_5G08210-1,124,200,285,284
MSTRG.6372.1,543,27,126,945
MSTRG.6372.2,366,712,0,0
MSTRG.6372.3,7,512,0,0
MSTRG.6372.5,589,0,715,0
MSTRG.6374.2,844,693,0,0
MSTRG.6374.1,386,128,198,206
MSTRG.6374.3,269,130,0,0
MSTRG.6374.4,35,429,951,197
JVCI|rna_AFUA_5G08230-1,38,43,1,3
MSTRG.6367.1,159,157,252,176
JVCI|rna_AFUA_5G08235-1,391,367,98,233
MSTRG.6368.1,157,104,182,172
JVCI|rna_AFUA_5G08240-1,212,143,155,66
MSTRG.6368.3,372,399,295,452
JVCI|rna_AFUA_5G08250-1,215,224,98,102
JVCI|rna_AFUA_5G08270-1,2063,2036,1888,2033
MSTRG.6378.3,0,0,1,0
MSTRG.6378.4,0,0,1,0
JVCI|rna_AFUA_5G08280-1,304,366,176,157
MSTRG.6378.1,1442,1296,1507,1457
JVCI|rna_AFUA_5G08290-1,12,13,16,11
JVCI|rna_AFUA_5G08300-1,897,840,751,760
MSTRG.6383.3,33,214,265,255
MSTRG.6383.1,24,62,48,81
MSTRG.6383.2,22,69,27,131
MSTRG.6383.4,34,260,398,315
MSTRG.6383.6,584,295,210,67
MSTRG.6383.5,420,117,129,220
JVCI|rna_AFUA_5G08310-1,119,144,14,8
MSTRG.6384.1,446,483,316,0
JVCI|rna_AFUA_5G08320-1,2,3,1,293
JVCI|rna_AFUA_5G08325-1,1,0,2,1
JVCI|rna_AFUA_5G08330-1,234,354,115,148
JVCI|rna_AFUA_5G08345-1,0,0,0,0
MSTRG.6381.1,298,277,278,194
MSTRG.6381.2,74,0,0,67
MSTRG.6381.3,11,0,0,12
JVCI|rna_AFUA_5G08350-1,4,29,0,6
JVCI|rna_AFUA_5G08360-1,0,0,0,0
MSTRG.6385.1,30,26,57,0
MSTRG.6385.2,523,457,428,385
MSTRG.6386.1,120,474,255,1198
JVCI|rna_AFUA_5G08370-1,1447,1188,904,0
JVCI|rna_AFUA_5G08390-1,0,0,0,0
MSTRG.6389.2,0,16,19,19
JVCI|rna_AFUA_5G08410-1,0,0,0,0
JVCI|rna_AFUA_5G08380-1,331,355,240,265
MSTRG.6388.1,735,908,771,796
MSTRG.6389.1,51,38,26,38
MSTRG.6390.1,105,91,73,49
MSTRG.6391.2,1758,1029,1582,989
MSTRG.6391.1,1260,1838,2129,2353
JVCI|rna_AFUA_5G08420-1,307,440,57,885
JVCI|rna_AFUA_5G08460-1,25,21,21,20
MSTRG.6394.3,0,71,0,0
MSTRG.6394.4,0,0,0,35
MSTRG.6394.1,427,347,491,381
JVCI|rna_AFUA_5G08430-1,27,17,19,39
JVCI|rna_AFUA_5G08440-1,28,37,3,39
JVCI|rna_AFUA_5G08450-1,150,26,84,90
MSTRG.6394.7,365,466,268,287
MSTRG.6395.1,30,28,8,0
MSTRG.6393.4,0,0,53,178
MSTRG.6396.1,0,331,0,42
JVCI|rna_AFUA_5G08490-1,0,0,0,0
MSTRG.6393.1,13,15,3,0
JVCI|rna_AFUA_5G08470-1,220,225,98,7
MSTRG.6393.3,6,3,2,6
JVCI|rna_AFUA_5G08480-1,82,15,97,93
MSTRG.6396.3,287,0,102,88
JVCI|rna_AFUA_5G08500-1,522,573,372,392
MSTRG.6398.1,529,523,493,540
JVCI|rna_AFUA_5G08510-1,7,6,1,3
JVCI|rna_AFUA_5G08530-1,0,0,0,0
JVCI|rna_AFUA_5G08520-1,90,99,64,63
MSTRG.6399.1,401,173,156,943
MSTRG.6399.2,661,783,866,86
MSTRG.6405.1,418,435,399,428
JVCI|rna_AFUA_5G08590-1,3,2,6,8
MSTRG.6400.1,0,1666,3724,0
MSTRG.6400.2,0,934,0,0
JVCI|rna_AFUA_5G08580-1,0,0,0,0
MSTRG.6400.3,2663,0,0,4014
JVCI|rna_AFUA_5G08540-1,13,0,0,0
JVCI|rna_AFUA_5G08550-1,729,862,455,528
MSTRG.6402.1,684,607,669,681
JVCI|rna_AFUA_5G08560-1,4,1,3,4
JVCI|rna_AFUA_5G08570-1,231,218,155,177
MSTRG.6404.1,559,503,635,639
MSTRG.6407.1,0,0,160,154
JVCI|rna_AFUA_5G08600-1,705,789,492,511
MSTRG.6407.2,56,64,7,35
MSTRG.6407.3,165,195,45,27
JVCI|rna_AFUA_5G08610-1,200,181,172,192
JVCI|rna_AFUA_5G08620-1,477,428,528,500
JVCI|rna_AFUA_5G08630-1,225,207,224,240
JVCI|rna_AFUA_5G08640-1,426,426,405,418
JVCI|rna_AFUA_5G08650-1,249,16,13,173
MSTRG.6411.1,231,584,437,196
JVCI|rna_AFUA_5G08660-1,165,24,11,103
JVCI|rna_AFUA_5G08670-1,0,300,0,0
MSTRG.6412.2,279,13,246,246
JVCI|rna_AFUA_5G08700-1,0,0,0,0
MSTRG.6413.1,194,298,327,353
JVCI|rna_AFUA_5G08680-1,276,107,0,0
JVCI|rna_AFUA_5G08690-1,345,315,380,342
MSTRG.6415.1,69,550,286,219
MSTRG.6415.2,783,418,143,252
JVCI|rna_AFUA_5G08712-1,0,0,0,21
MSTRG.6418.2,295,325,183,235
MSTRG.6418.1,262,407,108,109
MSTRG.6418.4,98,0,62,18
JVCI|rna_AFUA_5G08740-1,0,0,0,0
MSTRG.6416.1,172,190,169,148
JVCI|rna_AFUA_5G08730-1,24,4,3,4
MSTRG.6417.1,21,28,19,24
MSTRG.6424.1,112,97,74,60
MSTRG.6425.1,611,537,45,396
MSTRG.6425.2,50,87,543,170
MSTRG.6426.1,500,563,403,385
JVCI|rna_AFUA_5G08750-1,0,0,0,0
JVCI|rna_AFUA_5G08760-1,0,0,0,22
MSTRG.6419.1,832,839,664,679
MSTRG.6420.1,16,24,16,8
MSTRG.6429.1,16,7,18,12
MSTRG.6428.2,0,10,16,24
MSTRG.6428.3,0,0,0,5
MSTRG.6428.1,27,19,51,49
MSTRG.6427.1,18,20,27,18
MSTRG.6421.1,9,7,14,11
MSTRG.6422.1,15,10,0,9
MSTRG.6423.1,129,125,163,131
MSTRG.6423.2,21,0,27,22
MSTRG.6435.1,0,200,0,0
MSTRG.6435.3,0,17,2,7
MSTRG.6435.6,0,0,260,607
MSTRG.6435.2,46,0,0,27
MSTRG.6435.4,388,111,173,60
MSTRG.6435.5,1353,826,2177,2214
MSTRG.6435.7,49,60,61,61
MSTRG.6435.8,708,1490,1045,578
MSTRG.6435.9,380,640,0,472
JVCI|rna_AFUA_5G08770-1,5,10,8,4
MSTRG.6431.1,0,361,669,0
MSTRG.6431.2,353,60,2,77
JVCI|rna_AFUA_5G08780-1,493,511,0,632
JVCI|rna_AFUA_5G08790-1,113,100,122,123
JVCI|rna_AFUA_5G08800-1,3302,3291,5497,5761
JVCI|rna_AFUA_5G08810-1,1318,1222,2043,1914
JVCI|rna_AFUA_5G08820-1,0,0,0,0
MSTRG.6434.1,740,833,574,607
MSTRG.6434.2,1,0,0,0
MSTRG.6442.1,44,43,57,43
JVCI|rna_AFUA_5G08890-1,0,80,0,151
MSTRG.6443.2,220,262,260,55
MSTRG.6443.3,101,19,25,86
MSTRG.6444.1,582,583,430,482
JVCI|rna_AFUA_5G08900-1,2,1,4,4
MSTRG.6441.2,0,327,0,98
JVCI|rna_AFUA_5G08830-1,9,17,14,19
MSTRG.6440.2,7597,7826,16234,16835
MSTRG.6440.3,3049,2660,4539,4610
MSTRG.6441.1,380,37,311,152
JVCI|rna_AFUA_5G08840-1,42,58,2,43
MSTRG.6436.1,139,112,119,135
MSTRG.6438.1,157,233,42,436
JVCI|rna_AFUA_5G08850-1,554,605,427,149
JVCI|rna_AFUA_5G08860-1,109,98,120,102
JVCI|rna_AFUA_5G08870-1,128,121,283,352
JVCI|rna_AFUA_5G08880-1,6,2,8,5
MSTRG.6445.2,0,244,0,0
MSTRG.6452.1,0,22,0,0
MSTRG.6445.1,455,330,373,418
JVCI|rna_AFUA_5G08910-1,188,21,49,0
JVCI|rna_AFUA_5G08920-1,240,223,213,215
JVCI|rna_AFUA_5G08930-1,333,322,225,216
JVCI|rna_AFUA_5G08940-1,248,248,217,175
JVCI|rna_AFUA_5G08950-1,160,202,252,283
MSTRG.6451.2,200,183,159,178
JVCI|rna_AFUA_5G08960-1,278,256,224,254
JVCI|rna_AFUA_5G09000-1,262,268,221,228
JVCI|rna_AFUA_5G08965-1,216,181,209,210
JVCI|rna_AFUA_5G08970-1,499,428,593,630
MSTRG.6454.2,37,67,23,30
JVCI|rna_AFUA_5G08980-1,469,423,463,510
MSTRG.6456.1,3131,3358,2555,2857
JVCI|rna_AFUA_5G08990-1,1033,1341,380,394
MSTRG.6458.4,0,44,0,104
MSTRG.6458.2,441,344,279,175
MSTRG.6458.1,327,107,121,0
MSTRG.6458.3,218,228,116,438
JVCI|rna_AFUA_5G09010-1,51,316,215,0
MSTRG.6457.1,61,39,46,46
MSTRG.6457.2,8,21,0,0
JVCI|rna_AFUA_5G09090-1,15,21,3,9
JVCI|rna_AFUA_5G09070-1,109,133,93,116
MSTRG.6460.2,185,0,94,0
MSTRG.6460.1,102,329,93,187
JVCI|rna_AFUA_5G09080-1,41,0,108,96
JVCI|rna_AFUA_5G09050-1,0,0,0,80
MSTRG.6461.1,597,415,10,229
MSTRG.6461.2,3111,3384,4578,4571
JVCI|rna_AFUA_5G09020-1,17,16,3,12
MSTRG.6462.1,119,129,65,67
JVCI|rna_AFUA_5G09030-1,13,18,25,19
JVCI|rna_AFUA_5G09040-1,2,4,8,4
MSTRG.6463.1,171,146,117,40
JVCI|rna_AFUA_5G09060-1,88,62,40,47
JVCI|rna_AFUA_5G09130-1,134,106,95,87
MSTRG.6465.3,0,30,0,0
JVCI|rna_AFUA_5G09100-1,378,400,241,245
MSTRG.6465.2,49,18,11,0
JVCI|rna_AFUA_5G09120-1,9,10,9,6
JVCI|rna_AFUA_5G09140-1,27,21,29,26
MSTRG.6468.1,126,149,196,174
JVCI|rna_AFUA_5G09150-1,66,24,30,53
JVCI|rna_AFUA_5G09180-1,0,0,0,0
JVCI|rna_AFUA_5G09170-1,157,171,86,90
MSTRG.6469.2,18,0,0,0
MSTRG.6470.1,2172,1943,436,394
MSTRG.6472.1,724,822,0,917
JVCI|rna_AFUA_5G09190-1,35,24,770,42
MSTRG.6473.1,29,15,20,4
MSTRG.6474.1,3,12,3,7
MSTRG.6473.2,1,0,0,7
MSTRG.6471.1,973,865,873,847
JVCI|rna_AFUA_5G09200-1,9,9,1,11
JVCI|rna_AFUA_5G09210-1,6226,6098,6908,7523
JVCI|rna_AFUA_5G09320-1,232,253,327,333
MSTRG.6476.3,0,0,0,15
JVCI|rna_AFUA_5G09240-1,0,0,0,0
JVCI|rna_AFUA_5G09290-1,0,0,0,0
JVCI|rna_AFUA_5G09300-1,0,0,0,0
JVCI|rna_AFUA_5G09220-1,235,210,205,156
MSTRG.6476.2,1863,6893,1330,1963
MSTRG.6476.4,12987,4833,12935,9361
JVCI|rna_AFUA_5G09230-1,4347,5948,7898,11429
MSTRG.6477.1,296,41,92,60
MSTRG.6477.2,993,1088,1626,1572
JVCI|rna_AFUA_5G09250-1,707,694,570,623
MSTRG.6479.1,520,784,177,668
MSTRG.6479.2,225,93,295,190
JVCI|rna_AFUA_5G09260-1,84,0,381,0
JVCI|rna_AFUA_5G09270-1,1130,1190,1448,1464
JVCI|rna_AFUA_5G09280-1,96,80,57,80
MSTRG.6482.1,1461,1358,2254,2167
MSTRG.6483.1,2759,2792,3830,4084
JVCI|rna_AFUA_5G09310-1,1325,1295,2055,2239
MSTRG.6485.1,2928,2713,11347,10660
JVCI|rna_AFUA_5G09330-1,124,9,9,9
JVCI|rna_AFUA_5G09340-1,531,495,694,643
JVCI|rna_AFUA_5G09350-1,238,264,168,188
MSTRG.6490.1,872,1070,895,906
JVCI|rna_AFUA_5G09360-1,164,0,19,0
MSTRG.6491.1,467,438,451,424
JVCI|rna_AFUA_5G09370-1,130,71,76,79
JVCI|rna_AFUA_5G09380-1,60,77,93,39
JVCI|rna_AFUA_5G09390-1,195,198,110,93
MSTRG.6489.1,267,163,101,392
JVCI|rna_AFUA_5G09400-1,1241,1114,1127,910
JVCI|rna_AFUA_5G09410-1,281,113,350,198
MSTRG.6494.1,432,637,428,582
JVCI|rna_AFUA_5G09420-1,41,23,31,65
JVCI|rna_AFUA_5G09430-1,165,148,163,139
MSTRG.6495.3,0,0,0,566
JVCI|rna_AFUA_5G09450-1,0,0,0,0
JVCI|rna_AFUA_5G09440-1,69,56,43,34
MSTRG.6495.2,1036,1018,745,142
MSTRG.6499.1,108,118,39,61
MSTRG.6499.2,3,0,0,0
JVCI|rna_AFUA_5G09460-1,43,321,0,72
MSTRG.6500.2,340,159,292,224
MSTRG.6501.1,20,24,20,15
JVCI|rna_AFUA_5G09470-1,14,16,4,0
JVCI|rna_AFUA_5G09480-1,136,173,166,140
MSTRG.6497.1,410,416,367,371
JVCI|rna_AFUA_5G09490-1,5,3,11,4
JVCI|rna_AFUA_5G09500-1,288,277,259,275
JVCI|rna_AFUA_5G09510-1,744,716,427,193
MSTRG.6502.2,89,29,261,479
MSTRG.6503.1,556,495,577,590
MSTRG.6504.1,543,456,406,450
JVCI|rna_AFUA_5G09520-1,1,89,43,2
MSTRG.6508.6,0,0,132,0
JVCI|rna_AFUA_5G09550-1,0,0,60,130
MSTRG.6509.4,0,0,0,20
MSTRG.6509.2,0,0,0,44
MSTRG.6505.3,0,15,2,0
MSTRG.6508.1,101,81,86,144
MSTRG.6508.3,890,0,0,347
MSTRG.6508.2,34,909,826,483
JVCI|rna_AFUA_5G09530-1,2,3,9,3
JVCI|rna_AFUA_5G09540-1,24,28,39,43
MSTRG.6509.1,54,40,137,41
JVCI|rna_AFUA_5G09560-1,128,146,66,95
MSTRG.6509.3,16,0,0,0
MSTRG.6505.1,222,201,131,157
JVCI|rna_AFUA_5G09570-1,106,124,71,51
JVCI|rna_AFUA_5G09580-1,18505,16631,3809,3894
JVCI|rna_AFUA_5G09590-1,38,33,21,19
MSTRG.6513.2,0,0,5,0
MSTRG.6510.1,2005,1988,2022,2559
JVCI|rna_AFUA_5G09600-1,19,6,11,6
MSTRG.6510.2,25,0,0,0
JVCI|rna_AFUA_5G09610-1,353,360,343,27
JVCI|rna_AFUA_5G09620-1,222,220,243,228
MSTRG.6512.1,441,419,590,610
JVCI|rna_AFUA_5G09630-1,54,111,29,44
MSTRG.6513.1,53,58,24,38
MSTRG.6518.1,347,266,367,247
JVCI|rna_AFUA_5G09670-1,34,84,24,127
JVCI|rna_AFUA_5G09640-1,1086,1013,916,1048
MSTRG.6514.1,16,132,129,8
JVCI|rna_AFUA_5G09650-1,483,442,422,413
JVCI|rna_AFUA_5G09660-1,567,607,773,789
MSTRG.6517.1,13,14,32,43
MSTRG.6519.1,2646,2306,2225,2370
JVCI|rna_AFUA_5G09680-1,27,26,76,7
MSTRG.6523.3,0,22,0,19
MSTRG.6521.3,0,0,169,0
JVCI|rna_AFUA_5G09690-1,10,11,0,6
MSTRG.6521.1,106,101,50,96
MSTRG.6522.1,27,23,12,16
MSTRG.6523.1,109,79,0,29
MSTRG.6523.2,37,0,0,58
JVCI|rna_AFUA_5G09700-1,78,91,0,24
JVCI|rna_AFUA_5G09710-1,205,242,106,120
MSTRG.6520.1,61,328,29,403
MSTRG.6520.2,284,18,385,0
JVCI|rna_AFUA_5G09720-1,2,4,4,13
MSTRG.6526.2,0,29,0,11
MSTRG.6526.3,0,34,6,33
MSTRG.6525.1,220,387,280,433
MSTRG.6525.2,187,0,201,0
JVCI|rna_AFUA_5G09730-1,38,33,29,40
JVCI|rna_AFUA_5G09740-1,150,149,115,92
MSTRG.6526.4,5,0,0,0
JVCI|rna_AFUA_5G09810-1,22,23,26,23
JVCI|rna_AFUA_5G09750-1,0,50,19,0
MSTRG.6529.2,0,0,0,1
MSTRG.6528.1,600,532,440,436
MSTRG.6529.1,46,5,25,18
JVCI|rna_AFUA_5G09770-1,2,32,4,12
MSTRG.6530.1,107,130,56,65
JVCI|rna_AFUA_5G09780-1,24,0,0,0
MSTRG.6531.1,9,12,2,3
JVCI|rna_AFUA_5G09790-1,226,237,109,104
MSTRG.6533.1,132,111,60,63
JVCI|rna_AFUA_5G09800-1,12,4,3,4
JVCI|rna_AFUA_5G09830-1,682,744,566,592
JVCI|rna_AFUA_5G09870-1,4,0,0,0
MSTRG.6535.1,138,232,1019,774
MSTRG.6535.2,636,555,140,385
JVCI|rna_AFUA_5G09880-1,2,1,2,0
JVCI|rna_AFUA_5G09890-1,46,44,58,51
JVCI|rna_AFUA_5G09895-1,1,0,0,0
JVCI|rna_AFUA_5G09846-1,0,0,0,0
JVCI|rna_AFUA_5G09850-1,0,0,0,3
JVCI|rna_AFUA_5G09855-1,0,0,0,0
MSTRG.6540.1,0,0,148,98
MSTRG.6527.1,768,607,0,224
JVCI|rna_AFUA_5G09840-1,75,132,780,577
JVCI|rna_AFUA_5G09844-1,1,1,7,1
MSTRG.6537.1,645,671,1043,1145
MSTRG.6537.3,592,162,0,0
MSTRG.6537.2,92,610,0,0
JVCI|rna_AFUA_5G09860-1,502,479,326,396
JVCI|rna_AFUA_5G09900-1,12,18,0,0
JVCI|rna_AFUA_5G09910-1,875,757,145,143
JVCI|rna_AFUA_5G09950-1,0,0,0,0
JVCI|rna_AFUA_5G09946-1,1,1,0,2
MSTRG.6545.1,35,42,16,18
MSTRG.6545.2,53,53,64,41
JVCI|rna_AFUA_5G09960-1,15,10,12,13
JVCI|rna_AFUA_5G09916-1,0,0,0,0
JVCI|rna_AFUA_5G09920-1,148,154,132,144
MSTRG.6543.1,492,432,646,943
JVCI|rna_AFUA_5G09930-1,272,314,359,12
JVCI|rna_AFUA_5G09940-1,1,2,4,1
JVCI|rna_AFUA_5G09980-1,0,108,3,0
MSTRG.6548.3,0,5,0,0
MSTRG.6549.1,617,424,118,129
JVCI|rna_AFUA_5G09970-1,92,156,11,0
JVCI|rna_AFUA_5G09990-1,20,16,11,9
JVCI|rna_AFUA_5G09986-1,3,6,2,3
JVCI|rna_AFUA_5G10060-1,0,3,2,4
JVCI|rna_AFUA_5G10070-1,2,0,0,0
JVCI|rna_AFUA_5G10040-1,7,12,0,0
JVCI|rna_AFUA_5G10050-1,15,17,9,3
JVCI|rna_AFUA_5G10100-1,0,0,0,0
JVCI|rna_AFUA_5G10090-1,20,15,9,6
JVCI|rna_AFUA_5G10110-1,0,0,0,0
JVCI|rna_AFUA_5G10020-1,0,0,0,0
MSTRG.6547.1,28,25,3,8
JVCI|rna_AFUA_5G10010-1,1628,1402,688,638
MSTRG.6551.2,89,86,35,27
JVCI|rna_AFUA_5G10130-1,0,0,0,0
JVCI|rna_AFUA_5G10150-1,1,3,3,3
MSTRG.6554.1,551,166,36,120
JVCI|rna_AFUA_5G10120-1,135,596,474,342
MSTRG.6557.3,0,0,28,0
JVCI|rna_AFUA_5G10180-1,23,31,0,39
MSTRG.6557.2,4,0,13,2
JVCI|rna_AFUA_5G10190-1,56,46,19,26
JVCI|rna_AFUA_5G10160-1,356,356,30,26
JVCI|rna_AFUA_5G10170-1,45,35,23,22
MSTRG.6559.1,26,21,14,10
JVCI|rna_AFUA_5G10200-1,3,5,3,8
JVCI|rna_AFUA_5G10210-1,24,22,25,17
MSTRG.6562.2,0,209,18,0
MSTRG.6567.2,0,122,0,100
MSTRG.6567.3,0,0,73,0
JVCI|rna_AFUA_5G10250-1,0,0,0,0
